algo,thresholds,fe,time,psnr,ssim,dice
mfwoa,"52,127,177,225",4.596965158233948,0.224,23.58691690901783,0.6826817810663036,0.4511696966794162
woa,"56,100,151,206",4.510910050352226,0.3142,26.6691655995779,0.739561223918375,0.4466473602138561
otsu,"57,90,120,155",4.438873914635386,2.5313,28.8600609899042,0.7731748082588925,0.44568488530194095
pso,"50,129,178,225",4.6138490329517055,0.2126,23.202691779096952,0.6755548068173012,0.4535475034580022
