algo,thresholds,fe,time,psnr,ssim,dice
otsu,"43,87,121,179",4.202693642334549,4.027,25.776588240105383,0.8270634973003643,
mfwoa,"5,11,21,51",4.796139079993792,0.9918,15.288973355421449,0.35751078527631863,
woa,"5,14,37,50",4.808870524064438,1.0485,15.26274652611474,0.3545932560286101,
pso,"17,44,55,252",4.790110915178411,0.9535,15.80327567102239,0.3811242569442636,
