algo,thresholds,fe,time,psnr,ssim,dice
otsu,"53,80,104,128,160",5.134397481982977,148.1934,30.434413317551872,0.8122696181175525,0.44570407804229223
mfwoa,"155,162,177,214,226",5.448410645843206,1.9697,17.687933279848366,0.5494206479901123,0.6604690078322913
woa,"21,145,168,179,226",5.291726730653444,2.898,18.131836572914047,0.5667112071447112,0.36054723909494113
pso,"21,144,157,182,215",5.292709605304896,2.2449,18.183930544419585,0.567216289063604,0.36054723909494113
