algo,thresholds,fe,time,psnr,ssim,dice
otsu,"57,90,120,155",4.438853696134597,3.1635,28.860102528735826,0.7731784676389931,
mfwoa,"52,107,152,197",4.5446879817528,2.9318,26.17271920550319,0.7215098334229108,
woa,"21,92,159,202",4.614396976064428,2.9959,23.223271233021112,0.6549558359509559,
pso,"21,86,127,168",4.607484909993669,3.1829,25.107823661170997,0.6942393029014149,
