algo,thresholds,fe,time,psnr,ssim,dice
otsu,"57,90,120,155",4.438853696134597,2.7491,28.860102528735826,0.7731784676389931,
mfwoa,,,0.0004,,,
woa,,,0.001,,,
pso,,,0.0013,,,
