algo,thresholds,fe,time,psnr,ssim,dice
otsu,"57,90,120,155",4.438873914635386,3.3262,28.8600609899042,0.7731748082588925,
mfwoa,"154,181,198,209",4.767339935829745,2.7737,17.729687396588425,0.5502169192206242,
woa,"21,94,159,204",4.613953763737036,3.1764,23.071331523829265,0.6493870762913131,
pso,"21,86,127,168",4.607511762828242,3.3935,25.107810610239003,0.694238000607821,
