algo,thresholds,fe,time,psnr,ssim,dice
otsu,"57,90,120,155",4.438873914635386,3.0609,28.8600609899042,0.7731748082588925,0.44568488530194095
mfwoa,"52,104,155,197",4.545319590660897,1.7085,26.26566025091868,0.7284908638592696,0.4511696966794162
