algo,thresholds,fe,time,opt_iters,K,psnr,ssim,dice
mfwoa_K2,"153,206",3.0155290371743035,0.9846,75,2,17.68186151650343,0.543352127373012,0.679481745386228
woa_K2,"153,206",3.0155290371743035,0.9742,75,2,17.68186151650343,0.543352127373012,0.679481745386228
mfwoa_K3,"151,182,219",3.7148894676225694,0.9557,75,3,17.80316140291025,0.5531757530908517,0.6982710918884736
woa_K3,"151,168,201",3.701707411477698,0.771,75,3,17.80773711420821,0.555300878723234,0.6982710918884736
mfwoa_K4,"50,75,128,205",4.3748169848971825,0.6088,75,4,25.258358950114435,0.7340276163160105,0.43895751778343056
woa_K4,"50,83,182,219",4.382602980963389,0.6344,75,4,22.368405015736133,0.7073181488123275,0.43895751778343056
mfwoa_K5,"22,83,126,184,210",5.187748859825664,0.5607,75,5,24.63284663036277,0.6854819029691639,0.3605844576312011
woa_K5,"51,104,151,178,221",5.160868617551157,0.6833,75,5,26.593097248573983,0.741221743878603,0.44133558457668587
