algo,thresholds,fe,time,psnr,ssim,dice
otsu,"53,80,104,128,160",5.2397335374502365,118.7992,30.43441106302342,0.8122707216177213,
mfwoa,"23,83,126,174,227",-1000000.0,2.0717,25.18488910110069,0.6937615889676654,
woa,"26,66,106,149,206",5.252624130271514,2.4074,26.851046989164253,0.7279042601968411,
pso,"26,66,106,151,206",5.253711995074234,2.5305,26.82190231294217,0.7277542592264077,
