algo,thresholds,fe,time,psnr,ssim,dice
otsu,"53,80,104,128,160",5.2397335374502365,145.3581,30.43441106302342,0.8122707216177213,
mfwoa,"23,83,126,174,227",-1000000.0,2.9832,25.18488910110069,0.6937615889676654,
woa,"24,83,126,179,222",5.363735312362852,2.9294,24.99264151260462,0.689676946632845,
pso,"21,86,127,178,225",5.3746182965603,2.9012,24.809377090539027,0.6857708315607922,
