algo,thresholds,fe,time,psnr,ssim,dice
otsu,"43,87,121,179",4.202693642334549,6.0333,25.776588240105383,0.8270634973003643,
mfwoa,"3,19,34,56",4.789047466339675,1.0959,15.465829932501283,0.386179561697355,
woa,"35,74,221,238",4.573051768817268,1.1873,19.276764834927622,0.544884953740292,
ga,"7,22,45,54",4.806532925679882,1.1854,15.397732998967546,0.37548282913400727,
pso,"7,74,221,250",4.607609936915701,0.8981,18.991990059185493,0.5299234892557791,
